customer_unique_id,recency,T,frequency,monetary_value,predicted_purchases_6m,expected_avg_profit,CLV_6M
0063817060d662048ed08bccecaf45d5,1e-06,229.000001,2,71.38,9.13508612088108e-19,76.19149529659117,6.738257514810835e-17
0064a1b5f5cddd047c987b988a90c8c1,1e-06,180.000001,4,269.2,2.50630087371129e-34,270.78272891303004,6.574958865598547e-32
006ab6f5e82340e927757563a9fbe7e4,1e-06,270.000001,2,300.6,5.539369771548864e-19,303.4887988235655,1.627088717635336e-16
0085139b503668b3addcfe826d91be8d,1e-06,211.000001,3,504.47,1.2689536338496763e-26,505.2580286955143,6.208872200000753e-24
008b06aba4b5f5b5b94f525ccf520624,1e-06,7.000001,2,90.5,1.4015245434202118e-14,95.15111681057664,1.3042582976426457e-12
0096c18412349537abc45e350581cbbc,1e-06,532.000001,4,770.24,1.0560001792718496e-36,769.712517901526,7.860938563042975e-34
0097fca0db567f5ca79509b7b4fc1c2d,1e-06,132.000001,7,227.62999999999997,1.9972212663806624e-57,228.63627786810434,4.428067137010791e-55
00a39521eb40f7012db50455bf083460,10.000001,97.000001,2,61.625,0.035331828529557165,66.51832019884388,2.279590899646095
00adeda9b742746c0c66e10d00ea1b74,1e-06,294.000001,2,2148.4,4.271081327069184e-19,2135.789459573688,8.82768883132113e-16
00ae50eb5e1d2514f694dee1dcbbd5ae,1e-06,110.000001,5,276.11,4.355214261496097e-41,277.3539488825683,1.171787995216891e-38
00af5c2c9fd47849143be82aea5ab2cf,1e-06,232.000001,2,148.76,8.782156185658904e-19,152.92243215601562,1.3001422391203802e-16
00b1066a65657ee1759544f6b61a4e2c,1e-06,110.000001,2,64.58,8.078525642275184e-18,69.44853367027835,5.440136544257023e-16
00ba737b18a7996f68cb8a99556bedd4,1e-06,413.000001,2,141.14,1.500324172984517e-19,145.36634868652976,2.1096018297874075e-17
00bfe974afd63b30ed282dc69892fb98,1e-06,244.000001,2,126.66,7.537124367603755e-19,131.00780687049894,9.55836380161564e-17
00c3624c55261d9ce593f30e3815a880,1e-06,529.000001,2,414.06,6.949814691692838e-20,415.9970967826027,2.7957461762279853e-17
00cc12a6d8b578b8ebd21ea4e2ae8b27,1e-06,525.000001,2,63.1,7.116355500404536e-20,67.98094790455146,4.6782383463392295e-18
00cdb0d59698da325d0e6830120363bf,1e-06,122.000001,2,91.0,5.968249562085696e-18,95.6469228125114,5.533767069340655e-16
00d1e5d82377766dac9f8dc4d4eaf4a8,1e-06,146.000001,2,142.0,3.515880008395696e-18,146.21913500985758,4.981483827929346e-16
00da34ebf22b87f6c2f53dc069f237df,1e-06,104.000001,3,246.99,2.0744376643507695e-25,249.2218932346852,5.0148405896180756e-23
00dba3af1366ca8114a40bc83021f5e9,1e-06,271.000001,2,146.18,5.477297908970938e-19,150.36407318603224,7.971060289446367e-17
00e8cbf31206edcf22b7b118daa13983,1e-06,223.000001,2,292.22,9.89891567425184e-19,295.17909023113884,2.828930025171969e-16
00ec23a308504080697e5204d3dbcb2c,1e-06,275.000001,2,124.88,5.237957230598219e-19,129.24273750361118,6.551845617235618e-17
00ec6ce865af3a65e9cca32b180e5d20,1e-06,172.000001,2,186.96,2.159806281265343e-18,190.80201070383177,3.991761864534439e-16
00eca7e1c994897d0a31bf75478f4b55,1e-06,542.000001,2,373.22,6.442630985593226e-20,375.499662544571,2.339357882760313e-17
00fb8f6787f67bd33c7e86c9691d2b1c,1e-06,225.000001,3,274.39,9.808505310655096e-27,276.4682428992289,2.6257201393830615e-24
00fd4a627a3b93cff0729f0b3554640d,1e-06,25.000001,3,226.31000000000003,4.5126646087856794e-23,228.65785998421939,1.0054457452637922e-20
011575986092c30523ecb71ff10cb473,60.000001,192.000001,2,107.45,0.22230358066433908,111.95894027616522,24.102840913502455
011733687890faf081be6fde9e7cc7a0,1e-06,69.000001,2,64.86,3.0912461647475505e-17,69.72618503136182,2.0926735721024467e-15
011b4adcd54683b480c4d841250a987f,176.000001,372.000001,3,128.72666666666666,0.2889367227974543,131.62174241371847,36.793411675180266
012452d40dafae4df401bced74cdb490,329.000001,436.000001,2,247.665,0.4309221676747149,250.99781739873174,104.61266964941277
012755131a5b785b0ae3291c339a9051,1e-06,158.000001,2,378.2,2.7813917549105253e-18,380.4378903238412,1.0251580356489845e-15
012a218df8995d3ec3bb221828360c86,42.000001,114.000001,2,755.19,0.4427461408434826,754.2656996626164,323.777798831457
012b41c1dae00a092474ca48dc764a00,1e-06,37.000001,2,442.52,1.7573082454408977e-16,444.2183744127296,7.593936017976496e-14
012b8001e47392df808a454083a74b74,1e-06,565.000001,2,98.84,5.658155163137914e-20,103.42116092284854,5.658363466782211e-18
0130baad44d0ccc44bc7526c1ac18c64,1e-06,40.000001,2,323.7,1.41870674381517e-16,326.3950361129517,4.5034751509310406e-14
0134417784b9f85470e635c063152a71,1e-06,129.000001,2,184.22,5.066272656922027e-18,188.08499381322926,9.236073287827554e-16
013689381e404bf6304f57bab4b8f01d,1e-06,32.000001,3,392.87999999999994,1.8173667772883586e-23,394.2937893135276,6.976495562127421e-21
013ef03e0f3f408dd9bf555e4edcdc0a,28.000001,69.000001,2,122.685,0.7284021087538366,127.06614915511756,89.85983414604847
013f4353d26bb05dc6652f1269458d8d,3.000001,278.000001,3,173.47666666666666,2.3672164163550116e-06,176.12079889139477,0.00040353425202040844
0152897024d0ddad70baafe17ed705f4,1e-06,166.000001,3,96.87,3.3014837830670554e-26,99.94371762733837,3.1969449173741935e-24
015557c9912277312b9073947804a7ba,38.000001,523.000001,2,157.56,0.00430959158847218,161.6486177900675,0.6736583871044578
01561f92006fd3ba8a8a4246b7f38101,1e-06,322.000001,2,146.68,3.2320754807366407e-19,150.859879187967,4.717892332959016e-17
015b72d1a4ec2bfcf75518ada117c62b,1e-06,43.000001,2,261.8,1.162247856463598e-16,265.01425307342765,2.994867328724256e-14
015f170c7abe45372b9f0414d901e71b,1e-06,285.000001,2,89.58,4.696891236686203e-19,94.23883376701667,4.283628125176927e-17
01626676a41ff29901f7b42bc8e09dd8,1e-06,173.000001,3,89.88,2.802037922149355e-26,92.99291528590915,2.5243820126835305e-24
016846e2dd862cba9a2a10eff5ac244f,1e-06,473.000001,2,474.96,9.848174051816655e-20,476.3862678182572,4.537320759345818e-17
01689985c22786e41347d5167048b25e,1e-06,40.000001,3,337.38,7.92650477489518e-24,339.10501535797374,2.614952692299446e-21
016c60628fc64e15fa5990e58a0b57c1,1e-06,405.000001,3,304.56,9.062935817643553e-28,306.4690592999327,2.6869198756255822e-25
01726e5d6a88d1a8dffd9578872ce54e,1e-06,196.000001,2,834.94,1.4605134418721847e-18,833.3467569712117,1.1786495373724146e-15
0178b244a5c281fb2ade54038dd4b161,443.000001,475.000001,4,143.9025,1.045481989660542,146.01293960322232,147.65117573652563
017c7f75ca30943882f48d5fda81e2df,1e-06,346.000001,2,175.28,2.5913317839195293e-19,179.21998249863563,4.493232311992037e-17
01835b7ef446c78d0c37077894aa068d,1e-06,147.000001,2,92.26,3.4455270336965816e-18,96.89635393738702,3.2350196440157354e-16
01886ef98f995e4f2dd75a1d04c97397,101.000001,274.000001,2,37.655,0.2274749882948853,42.74938046609119,9.411384838038519
01940bd0ea09e8cbbeb24452e58dcb0e,1e-06,42.000001,2,82.32,1.2402579471986495e-16,87.03973061892385,1.0497170311653089e-14
019ac5580a897d52e5ed6f7ed89ade27,1e-06,357.000001,3,1337.19,1.516381563116204e-27,1333.3084043399979,1.9561930305724874e-24
019ed386aec9ff0f9eab4a590231174e,1e-06,29.000001,6,921.2400000000001,5.173760712624079e-45,920.4632808904606,4.640064746623194e-42
019fcfdd0b0ec239cc2b536428064c47,1e-06,49.000001,2,344.28,8.090885056227015e-17,346.80241115258667,2.727131368849769e-14
01a22e2079ea71e17313b88e5811e54a,1e-06,218.000001,3,91.3,1.1134185772881901e-26,94.40495238531251,1.0178402364437182e-24
01b53609a2d3710857e22775bbf8ec0f,1e-06,104.000001,2,116.26,9.511406069223719e-18,120.6950420302558,1.1132974585652184e-15
01ba3180d3c6e7a6e269c5a542985423,1e-06,188.000001,2,108.22,1.6551229184300374e-18,112.72248151914476,1.8068808912407117e-16
01bbbfc56b8ec1052e46f260226e34f9,1e-06,148.000001,3,314.04,5.200565486486965e-26,315.89589852693547,1.5921297141470067e-23
01c19b1261325781dcf2f82c9892f80e,1e-06,110.000001,3,126.81,1.6671543291358503e-25,129.71582379363178,2.0973656136265763e-23
01c289bb06354cdc7e6549570f20ada4,206.000001,451.000001,3,136.95333333333335,0.22381413371916842,139.80227659523842,30.26460772435828
01d7b0d6f8958188afa680d75dd47919,1e-06,64.000001,2,173.22,3.8254102183824506e-17,177.1772617706644,6.581960561481418e-15
01dd34b5f4cee2a48f03ba1cce8c592c,1e-06,12.000001,2,104.72,3.518532102859407e-15,109.2518395056014,3.753426184643158e-13
01e123d7c7cedf12af483fc17258b9ce,1e-06,81.000001,4,947.72,1.261754767064889e-32,946.4450321712015,1.159349891051097e-29
01e8bcc3377762cf85025138b2901947,1e-06,496.000001,2,221.64,8.495303721882689e-20,225.19111499802716,1.8500898270634527e-17
01f2285f85a1c603eb7ef755ad311769,397.000001,487.000001,2,231.51999999999998,0.42164839629403944,234.98824159625812,95.820645086141
020299859eabbac628a0b2d6ea22bb9d,1e-06,35.000001,2,127.66,2.0457837183403104e-16,131.99941887436847,2.627445641323126e-14
0209a0a5c96cc50dd1bbe71e3730af2a,1e-06,464.000001,6,245.93999999999997,2.6344258427746146e-53,247.06203665677577,6.296075984369903e-51
0209f290b5451d357308bc0e90521026,1e-06,37.000001,6,631.91,1.014896046003361e-45,631.9467963737538,6.243790894049334e-43
020b824fa9ea4049aed3171900d41e86,1e-06,120.000001,2,75.22,6.264517280022826e-18,79.99928539145019,4.858409701239218e-16
0213fe7fbaa0a7e81c16350785e367e6,1e-06,180.000001,2,213.74,1.885388854756131e-18,217.35738016745788,3.969189224014997e-16
02168ea18740a0fdaaa15f11bebba5db,50.000001,373.000001,4,132.02,0.0014330833862901086,134.18048467416318,0.18604854415789596
0220755d57fdf6a1f63f39f51bb5fb90,1e-06,106.000001,2,34.58,8.998859397397259e-18,39.700173554192375,3.46446020112283e-16
023196e0c7c9f50e21677e45cc6d539a,1e-06,281.000001,2,145.52,4.904072500472669e-19,149.70960926347834,7.105381904860515e-17
023571745d76e09f8bd5477af28f605e,1e-06,404.000001,2,125.0,1.6062230450246904e-19,129.36173094407553,2.0099011517479445e-17
023609b602b585ea3aaffff453cd0edf,1e-06,118.000001,2,90.44,6.580552670080443e-18,95.09162009034446,6.066566592828835e-16
023626329895d11d199a1bf57dcbc546,1e-06,28.000001,2,118.62,3.7491150660213325e-16,123.03524635938791,4.491409520360006e-14
023c86aec9feb3a43c76311813f04a3e,1e-06,285.000001,2,43.14,4.696891236686203e-19,48.18837230731558,2.19040345334113e-17
023c8fe9cea056407269dfe9bdd57a8c,1e-06,309.000001,2,68.0,3.6675264322689503e-19,72.83984672351215,2.585001941285428e-17
0241fa2e9adf0576cb0f845377d05c03,34.000001,69.000001,3,117.88333333333333,1.0944656966429505,120.83921498564537,128.43627941189874
0246f8de7fe5a9cb5e3a3fffa3cf0da4,1e-06,327.000001,2,127.91,3.0827272047666173e-19,132.24732187533587,3.944621013438691e-17
024741ae16493ea617e06ecc277c7069,1e-06,432.000001,2,66.34,1.3051190245316206e-19,71.19377079708873,8.987122572160478e-18
024bc6c3997170f0ca30edba8ba8aa55,1e-06,352.000001,2,307.8,2.4577401898035657e-19,310.62840525142616,7.386122463593521e-17
024cf57b6da1f225b8b130dcd9093af9,1e-06,481.000001,2,154.12,9.347522287980744e-20,158.2374724967563,1.4304825374845436e-17
02552fea6f4fa9a5c61bf9d22408ae73,1e-06,508.000001,2,251.76,7.885568854988334e-20,255.05846855457747,1.9450228612805267e-17
0258cd3b5e7c4b397cc09ea472677e73,1e-06,220.000001,2,181.76,1.031246471161425e-18,185.64562828371018,1.8535605991609228e-16
02678f5b6207663512dd9cd96af14f0d,1e-06,131.000001,2,473.83,4.842038572337911e-18,475.26574625388463,2.230455744838381e-15
026bae191fa488af0155ef3eba3d4a79,1e-06,280.000001,2,130.14,4.957736814890703e-19,134.45861664396492,6.451421044364573e-17
026cc430843b605b4b5515751f4fe5d3,1e-06,57.000001,4,808.88,6.842829422723014e-32,808.189779290867,5.374897498180937e-29
027803eb28cc01fbdf5da72b109fabee,1e-06,316.000001,2,50.715,3.4240979163457304e-19,55.69983323662729,1.8454596039918262e-17
027a8a853eac346c3bf686f95289b761,1e-06,285.000001,2,44.66,4.696891236686203e-19,49.69562255319727,2.258915544236703e-17
028296541bfb0fe84ab460804e4c0dce,1e-06,272.000001,2,179.34,5.4161370736462725e-19,183.24592723434594,9.605657165010953e-17
0283917cf6822284c4341224ef003fb6,1e-06,61.000001,2,73.92,4.3805737556254855e-17,78.71018978641979,3.3488388026232848e-15
0283d9c78c980d3ea0fce611bbc8ad5b,1e-06,167.000001,2,267.5,2.358509774647014e-18,270.666441495484,6.183946177328198e-16
028c09f007292c4e3a3b10d296e47987,1e-06,165.000001,2,456.28,2.444735982469421e-18,457.8629555859743,1.0843565622202474e-15
028df9d72fe22595a5da837157f1258b,1e-06,561.000001,2,128.87,5.785211410687812e-20,133.19926939905062,7.45127463445614e-18
02900dde8414f41aa7e3e6394eb08871,1e-06,277.000001,2,172.67,5.123432145729911e-19,176.63187516853614,8.75831724297014e-17
0299fedc3f190307e87f32483a9ba4fd,1e-06,494.000001,2,115.31,8.602875478072635e-20,119.75301062657975,9.963101668125804e-18
029b457bd01199c39136f89e0eddcd3a,235.000001,472.000001,2,173.775,0.2361357383349643,177.727606432812,40.587638170210504
02a6a137ef7fe2414c9e14fc4d060790,1e-06,148.000001,3,246.99,5.200565486486965e-26,249.2218932346852,1.2560896912090857e-23
02a7760053385280fc193a50d86f69d1,1e-06,11.000001,2,139.94,4.406779217925477e-15,144.17641428188634,6.205437429474775e-13
02ab167135d5d29cdc77b3147d75c1ef,1e-06,524.000001,2,53.42,7.158806673986511e-20,58.38214370709438,4.041652697777544e-18
02ac2bb64dac05fb338809262ff33a49,1e-06,522.000001,2,98.84,7.244710443272573e-20,103.42116092284854,7.245534383873422e-18
02b20b7c813efede140142ac610e36dc,1e-06,162.000001,2,97.285,2.5820413659683833e-18,101.87920425683141,2.548415931889995e-16
02ba7b822bc05258fc0b790a1a54bc36,1e-06,58.000001,2,40.58,5.0486626517998057e-17,45.64984557740957,2.2387978070741548e-15
02bb0a3e6081abdf2c4d03d0069166b8,1e-06,125.000001,2,107.22,5.557630097147304e-18,111.73086951527523,6.01921958604012e-16
02c10a545b4ff4123a8490cfc32db78c,1e-06,17.000001,2,228.38,1.4168651020999519e-15,231.8745799041078,3.204267124778957e-13
02c661a1832c392b81d7ba1ebddf8796,1e-06,355.000001,5,275.5,3.948325365901337e-44,276.7460059062079,1.0573481130520626e-41
02dd4969c23207b44ef9252dd7ef59f8,1e-06,482.000001,2,321.38,9.287307992030875e-20,324.0944962639744,2.910966829259951e-17
02e4c56fefa30628768ffe326d332e2f,287.000001,517.000001,2,48.315,0.2553746280274145,53.31996442734041,13.167500624070351
02e9109b7e0a985108b43e573b6afb23,171.000001,278.000001,5,193.48200000000003,0.7641976504511122,195.0045845371511,144.25722772178253
02e9827c15167f699df7bf90d326ffdb,34.000001,178.000001,2,34.43,0.08686508472245154,39.55143175361195,3.3276394426595166
02eb2837e7302e52e996ebb4515ac3c5,1e-06,531.000001,2,255.04,6.868459239982288e-20,258.31095592726956,1.715673899358562e-17
02f075dab3fb75daf0df033125b9f97c,1e-06,388.000001,2,130.0,1.8200169201180568e-19,134.31979096342317,2.3648308325646558e-17
02fbe4db886eb98774c8ba300d39fa79,1e-06,193.000001,2,96.315,1.529768188722054e-18,100.91734061307797,1.495057153698017e-16
02fdf47b3bd661072bb00a5aab1853dc,1e-06,134.000001,2,268.4,4.5296428635680995e-18,271.5588922989665,1.1921578516253751e-15
02ff3aee636a9ee1c1fef271daa0bc07,1e-06,154.000001,5,1071.12,5.952629844729413e-42,1069.683040089546,6.171509535833773e-39
030b3bb8818a752ca223944036bad5d7,1e-06,179.000001,2,223.93,1.9170777788483626e-18,227.4619064868884,4.2235708574772576e-16
030df4046f9f9e7fc4531b24b1e853fc,1e-06,21.000001,2,294.98,8.101458876867965e-16,297.91593936181874,2.3523356415638317e-13
030e2ece69927969001c9b85eac2c9b7,1e-06,42.000001,2,225.6,1.2402579471986495e-16,229.1178985333505,2.7632089222364e-14
031cc9f0c34aac1349d8a7fca3814d70,1e-06,315.000001,5,641.2,8.143455576006463e-44,641.2128033733993,5.053765649644507e-41
031e19fc630c4121f1238716f41675c3,1e-06,56.000001,2,17.97,5.571407556367892e-17,23.229498169919438,1.2573348493498198e-15
031ea691b99fc101dcad357d1a83573f,55.000001,470.000001,2,36.52,0.013536827569013843,41.623900841699275,0.5449284643988485
032296639c7e91f3236f544b0a822b3e,1e-06,221.000001,2,125.56,1.0172131222292309e-18,129.91703366624247,1.2794817027161169e-16
032b3a42598667caf2e099999b9dc1b9,1.000001,36.000001,3,223.07333333333335,0.00019152623933104153,225.43934349708167,0.042019773029995926
032c36a3e0e337f241a5910aa6ef3077,1e-06,352.000001,3,270.66,1.6060272596595105e-27,272.7591595324863,4.23851251711706e-25
032ddb0b6d452c1a3eac72cf33ee8b96,1e-06,74.000001,2,148.02,2.533395869791141e-17,152.18863927315218,3.742557572370587e-15
0332fb05cd4a72c2eb50088262a4586f,1e-06,293.000001,2,107.02,4.3158202367802668e-19,111.53254711450131,4.658197984105269e-17
0333b2fc6ba7014702e08ef613850270,73.000001,369.000001,3,51.666666666666664,0.021980540843224317,54.99386996299806,1.1694927978315566
0339119d431b8dd1b361567e4fc48a58,1e-06,417.000001,2,65.68,1.4561970742275103e-19,70.53930687453484,9.935686130438991e-18
0339d63f73ee6160ed3a7a6534ee2efe,1e-06,405.000001,2,417.0,1.5939816887983658e-19,418.9124360739791,6.459044958830653e-17
0341bbd5c969923a0f801b9e2d10a7b8,1.000001,93.000001,6,999.84,2.3077102683311483e-11,998.842279552933,2.2372617287360684e-08
0356f958b9250c6ef4084945c9e395a5,1e-06,112.000001,2,241.22,7.664867081665783e-18,244.6068780337926,1.8178922080064164e-15
0361e980b28826f4d286ac144d9b319a,1.000001,59.000001,4,293.525,8.480659063272696e-07,295.0052802405591,0.0002431230724721063
036fad4da661be7be3ad588329aefc1b,1e-06,128.000001,2,66.32,5.1835478395608665e-18,71.17393855701134,3.5760272006155327e-16
0379a6f96d9befaf749609ba52b17783,1e-06,584.000001,5,448.05,1.9039433231768145e-45,448.71413798978426,8.261838314730364e-43
037ebbb3507dc1717f22ee973771c9d8,1e-06,290.000001,7,298.79,3.7599065359362363e-60,299.62470998769396,1.0905583101184266e-57
037f1240d3a139aef654264b518eb7e1,1e-06,117.000001,2,338.85,6.746499187336851e-18,341.41795797157516,2.233121311169602e-15
03820299130367803663f7eb70bcf2bc,1e-06,11.000001,2,136.86,4.406779217925477e-15,141.1222493099682,6.073984377830165e-13
038301b43811478e1a8dc0e476eaf52e,150.000001,289.000001,2,322.765,0.38258238288338847,325.4678788893337,120.49998731798007
0385202835886be536b884d2177cd4c7,1e-06,104.000001,2,56.44,9.511406069223719e-18,61.37681195878036,5.661429634484601e-16
038b7fcc842de60dd02e9ce81e2d44bf,1e-06,518.000001,2,54.62,7.420615566642711e-20,59.57207811173781,4.27490060164773e-18
038c91bf6f1bb33c46694bae8e74dee6,1e-06,80.000001,2,135.54,2.0275514639770877e-17,139.8133214648604,2.7511020294661633e-15
038d84ab58dc78ee67846b354424ca6b,1e-06,76.000001,2,219.44,2.3478122179667755e-17,223.0095685895142,5.082023263537659e-15
0396c443fdda5498c7e9ed5b34871c5a,1e-06,481.000001,2,60.42,9.347522287980744e-20,65.3234277341811,5.905303035239966e-18
039ddbe14ea350d861b9422a9ca43b0b,1e-06,421.000001,2,290.3,1.4137575226470554e-19,293.27519518370934,4.010438691742366e-17
03adb96012772d4374285b6a701f3da9,1e-06,380.000001,2,2269.98,1.9410026637297587e-19,2256.349647004146,4.2367083617712186e-16
03bc76887b06f1e7fb81d0513018165e,1e-06,14.000001,3,221.68999999999997,3.7024090804995683e-22,224.0637674495408,8.099100831121169e-20
03bd7c8563706d3a512250498f0706c0,1e-06,26.000001,3,588.14,3.9077377840333994e-23,588.4588344047249,2.240386817830576e-20
03c4286232d282681d979387068e1d34,1e-06,48.000001,2,573.74,8.568511559801283e-17,574.3377015604897,4.7833160057138605e-14
03cccac05d316dc60827fa7abedd608e,1e-06,274.000001,2,218.8,5.296482731143995e-19,222.3749369070377,1.139912346815545e-16
03d4953a455f8489e712ea80699de878,309.000001,348.000001,2,36.325,0.6086254589271145,41.43053650094472,24.395423020099887
03d4c28894c1239ca5a6dd6f0c197921,1e-06,155.000001,2,181.33,2.9444192364253853e-18,185.2192351220463,5.283828376499323e-16
03dabd77cb0ed7a26fafe19e36b67742,33.000001,504.000001,2,49.724999999999994,0.003536826871323198,54.71813735279645,0.1871514034562012
03e617aa03379916298509c50f723bbe,1e-06,406.000001,2,146.68,1.5818624743703928e-19,150.859879187967,2.3083566443351875e-17
03e8a26864627ee0c7fb470b46cbaee7,1e-06,323.000001,2,65.54,3.201457749080896e-19,70.40048119399312,2.1807920914015286e-17
03ef7f03905227e15c7b6c860554b3cb,77.000001,119.000001,2,119.275,1.017515711034256,123.68475222192245,122.00532328656548
03f2463d48505388248d4dc0186d37dd,1e-06,231.000001,2,105.38,8.897774184051977e-19,109.90630342815528,9.467292345992702e-17
03fa49df615c32f37b7cb036bd89d217,1e-06,283.000001,2,54.2,4.799012917584213e-19,59.15560107011261,2.747412523624571e-17
03fc54320e654887eddb9480397fa8a2,1e-06,225.000001,2,298.43,9.635274846211942e-19,301.33700077516863,2.81098559317485e-16
03fe4b83d144beca992a5e3cffbdb5e6,1e-06,231.000001,2,1642.54,8.897774184051977e-19,1634.1726112962463,1.4076708407420173e-15
040875d34dfc46856372e6beaabf5505,1e-06,278.000001,2,60.18,5.067402579180753e-19,65.08544085325241,3.191959754457159e-17
040dc1ab0fe089423e1d53a50be09a28,1e-06,200.000001,2,249.02,1.3744541863514014e-18,252.341451663975,3.3585776959365297e-16
040e4df45a02c9d398c233227f207f67,1e-06,579.000001,2,239.48,5.2412518578984715e-20,242.8814731470596,1.2309093821378714e-17
04135ea9b5a7f3db234797e55e2d4deb,1e-06,63.000001,4,442.32,4.2365998234582783e-32,443.1736060280077,1.8242018327256151e-29
0418227642b5942a44de7992bf2ed6bb,1e-06,369.000001,2,133.58,2.1252024149719387e-19,137.86976193727614,2.8345343091500524e-17
041caba6a63ace5818387698ea85cdb2,434.000001,531.000001,3,51.15333333333333,0.6001035602989259,54.48341523692267,31.618738033407762
0421cbe19607719626e374b2347686eb,1e-06,25.000001,2,400.66,5.085615829140241e-16,402.70949593075096,1.994915271254181e-13
04286686c86ebb7e5f9276bb33f8fbe1,1e-06,411.000001,2,92.2,1.5230465828499265e-19,96.83685721715484,1.426618661833145e-17
043a16838b73c1aae6721b0bbe1530f5,1e-06,107.000001,2,118.58,8.756268713805983e-18,122.99558187923311,1.0443686461991882e-15
043aee247e71edff7045664609f4d806,117.000001,525.000001,3,232.41666666666666,0.023590690302183477,234.73028243986948,5.355123532190796
0451ef5a31cea3e14ce02d768d7c9943,65.000001,501.000001,2,193.695,0.016024251700458698,197.48051754989308,3.0602180039766997
045d728ade88ec80f546742429789ff1,1e-06,372.000001,2,50.48,2.0727681384289768e-19,55.466804415717945,1.1122226115294493e-17
0461e1439177eb1bc814bc4d48dbd0bb,1e-06,13.000001,2,420.58,2.858348920692224e-15,422.462407047832,1.1787722591316554e-12
046afa6d8a4e9f3054b35cca5ba947bd,1e-06,409.000001,2,51.2,1.5462227313953394e-19,56.180765058504015,8.402650020638905e-18
04701c6d028551e35b43d6a2b181411e,1e-06,349.000001,2,150.14,2.523375584311022e-19,154.29085672135557,3.7667469375779145e-17
047ce3fc5ad200ea8cebe5841e618d05,1e-06,14.000001,2,69.05,2.3565810239637826e-15,73.88103932757517,1.6991753242905154e-13
047da479ca305928b6c463036ddbbb63,1e-06,69.000001,2,174.64,3.0912461647475505e-17,178.58535081615912,5.359834957979218e-15
048018b271de8a57850a736e1decab48,1e-06,239.000001,2,259.82,8.025693524187224e-19,263.0508613057659,2.043705833996323e-16
04821927835e6a040f8a83ba4d54d998,1e-06,85.000001,3,191.13,4.533470108591779e-25,193.67513804266287,8.52158380085415e-23
0484f4053df3702347e3b260d0eccf39,1e-06,68.000001,2,193.38,3.221999975489193e-17,197.16815976867417,6.168123320199946e-15
0487a94145b40ec78717e7d4044f182d,1e-06,20.000001,4,262.59,9.419194749727063e-30,264.20056799730685,2.4272100365899715e-27
0488328f0b499963e32a37fa42a20ca0,6.000001,362.000001,2,192.08499999999998,0.00022225497758548992,195.8840222236631,0.04211792977119901
048dbdf8f9bbd1be87b25868d1408311,19.000001,315.000001,2,89.475,0.004426706481710684,94.13471450661036,0.4032085749847679
048df8b25dc48e1554eccde119d6cecd,1e-06,484.000001,2,237.63,9.168397441077039e-20,241.04699093990098,2.137317226543256e-17
